Adm_No,Name,Class,Gender,Subject,Marks,Percentage,Term
6577,Student_6577,I,Male,Maths,62.5,59.5,Mid
6578,Student_6578,II,Male,Maths,26.4,21.4,Final
6579,Student_6579,III,Other,Maths,32.1,42.5,Mid
6580,Student_6580,I,Male,Maths,56.1,46.3,Final
6581,Student_6581,II,Male,Maths,38.8,45.6,Mid
6582,Student_6582,III,Other,Maths,53.8,57.6,Final
6583,Student_6583,I,Male,Maths,48.6,57.4,Mid
6584,Student_6584,II,Other,Maths,31.7,37.6,Final
6585,Student_6585,III,Other,Maths,55.6,57.1,Mid
6586,Student_6586,I,Female,Maths,43.9,46.5,Final
6587,Student_6587,II,Other,Maths,32.9,38.6,Mid
6588,Student_6588,III,Other,Maths,60.2,46.1,Final
6589,Student_6589,I,Male,Maths,61.7,53.4,Mid
6590,Student_6590,II,Male,Maths,62.6,56.6,Final
6591,Student_6591,III,Female,Maths,97.8,86.1,Mid
6592,Student_6592,I,Female,Maths,50.4,54.3,Final
6593,Student_6593,II,Other,Maths,61.1,58.6,Mid
6594,Student_6594,III,Male,Maths,59.9,59.8,Final
6595,Student_6595,I,Male,Maths,74.4,93.4,Mid
6596,Student_6596,II,Male,Maths,96.6,89.2,Final
6597,Student_6597,III,Male,Maths,43.1,46.7,Mid
6598,Student_6598,I,Other,Maths,93.4,92.3,Final
6599,Student_6599,II,Female,Maths,33.3,39.8,Mid
6600,Student_6600,III,Other,Maths,96.6,97.2,Final
6601,Student_6601,I,Male,Maths,70.8,45.7,Mid
6602,Student_6602,II,Male,Maths,49.5,74.4,Final
6603,Student_6603,III,Other,Maths,78.2,69.0,Mid
6604,Student_6604,I,Male,Maths,54.8,34.4,Final
6605,Student_6605,II,Male,Maths,52.1,71.1,Mid
6606,Student_6606,III,Female,Maths,33.6,40.2,Final
6607,Student_6607,I,Male,Maths,53.5,47.8,Mid
6608,Student_6608,II,Male,Maths,55.0,59.1,Final
6609,Student_6609,III,Female,Maths,83.4,89.6,Mid
6610,Student_6610,I,Female,Maths,96.6,89.6,Final
6611,Student_6611,II,Female,Maths,48.2,72.5,Mid
6612,Student_6612,III,Female,Maths,64.5,56.9,Final
6613,Student_6613,I,Male,Maths,43.8,35.8,Mid
6614,Student_6614,II,Male,Maths,67.2,56.1,Final
6615,Student_6615,III,Female,Maths,99.2,94.1,Mid
6616,Student_6616,I,Male,Maths,100.0,98.9,Final
6617,Student_6617,II,Female,Maths,69.0,68.9,Mid
6618,Student_6618,III,Male,Maths,21.4,39.1,Final
6619,Student_6619,I,Female,Maths,76.0,80.8,Mid
6620,Student_6620,II,Other,Maths,86.4,88.5,Final
6621,Student_6621,III,Female,Maths,94.6,97.1,Mid
6622,Student_6622,I,Female,Maths,64.5,71.8,Final
6623,Student_6623,II,Female,Maths,50.9,55.8,Mid
6624,Student_6624,III,Female,Maths,92.3,85.7,Final
6625,Student_6625,I,Other,Maths,63.5,60.9,Mid
6626,Student_6626,II,Male,Maths,27.1,35.8,Final
6627,Student_6627,III,Male,Maths,52.0,45.7,Mid
6628,Student_6628,I,Other,Maths,82.7,81.0,Final
6629,Student_6629,II,Female,Maths,65.8,80.9,Mid
6630,Student_6630,III,Male,Maths,86.9,85.7,Final
6631,Student_6631,I,Female,Maths,80.0,74.5,Mid
6632,Student_6632,II,Male,Maths,59.0,67.7,Final
6633,Student_6633,III,Female,Maths,95.3,94.0,Mid
6634,Student_6634,I,Other,Maths,43.9,54.1,Final
6635,Student_6635,II,Male,Maths,15.0,21.9,Mid
6636,Student_6636,III,Other,Maths,26.1,22.9,Final
6637,Student_6637,I,Male,Maths,91.9,77.7,Mid
6638,Student_6638,II,Male,Maths,100.0,95.0,Final
6639,Student_6639,III,Other,Maths,66.5,74.5,Mid
6640,Student_6640,I,Female,Maths,94.7,89.2,Final
6641,Student_6641,II,Other,Maths,61.4,62.9,Mid
6642,Student_6642,III,Other,Maths,82.0,71.6,Final
6643,Student_6643,I,Other,Maths,56.9,54.4,Mid
6644,Student_6644,II,Male,Maths,79.1,90.5,Final
6645,Student_6645,III,Male,Maths,78.2,78.2,Mid
6646,Student_6646,I,Male,Maths,55.1,55.4,Final
6647,Student_6647,II,Female,Maths,22.3,41.2,Mid
6648,Student_6648,III,Female,Maths,62.7,59.5,Final
6649,Student_6649,I,Other,Maths,100.0,82.6,Mid
6650,Student_6650,II,Male,Maths,60.7,66.1,Final
6651,Student_6651,III,Male,Maths,29.9,58.5,Mid
6652,Student_6652,I,Female,Maths,84.4,89.2,Final
6653,Student_6653,II,Female,Maths,68.4,44.9,Mid
6654,Student_6654,III,Other,Maths,33.9,44.6,Final
6655,Student_6655,I,Male,Maths,88.4,76.4,Mid
6656,Student_6656,II,Female,Maths,62.8,70.2,Final
6657,Student_6657,III,Other,Maths,69.4,66.3,Mid
6658,Student_6658,I,Female,Maths,85.0,85.7,Final
6659,Student_6659,II,Other,Maths,44.3,53.8,Mid
6660,Student_6660,III,Female,Maths,50.0,59.6,Final
6661,Student_6661,I,Male,Maths,41.9,30.8,Mid
6662,Student_6662,II,Other,Maths,96.9,83.6,Final
6663,Student_6663,III,Female,Maths,87.0,83.6,Mid
6664,Student_6664,I,Male,Maths,79.4,88.3,Final
6665,Student_6665,II,Male,Maths,58.8,59.8,Mid
6666,Student_6666,III,Male,Maths,39.2,41.3,Final
6667,Student_6667,I,Male,Maths,71.2,66.7,Mid
6668,Student_6668,II,Other,Maths,49.0,50.0,Final
6669,Student_6669,III,Female,Maths,86.5,91.9,Mid
6670,Student_6670,I,Male,Maths,64.0,69.2,Final
6671,Student_6671,II,Male,Maths,58.2,59.7,Mid
6672,Student_6672,III,Male,Maths,97.2,82.5,Final
6673,Student_6673,I,Other,Maths,74.4,56.5,Mid
6674,Student_6674,II,Female,Maths,73.8,69.0,Final
6675,Student_6675,III,Male,Maths,65.2,62.6,Mid
6676,Student_6676,I,Other,Maths,83.2,91.2,Final
6677,Student_6677,II,Other,Maths,45.8,48.6,Mid
6678,Student_6678,III,Male,Maths,38.7,38.4,Final
6679,Student_6679,I,Other,Maths,96.4,86.7,Mid
6680,Student_6680,II,Other,Maths,53.3,55.5,Final
6681,Student_6681,III,Male,Maths,82.0,88.8,Mid
6682,Student_6682,I,Other,Maths,54.6,55.7,Final
6683,Student_6683,II,Female,Maths,83.6,73.6,Mid
6684,Student_6684,III,Female,Maths,67.8,61.0,Final
6685,Student_6685,I,Male,Maths,83.8,80.5,Mid
6686,Student_6686,II,Male,Maths,90.4,90.2,Final
6687,Student_6687,III,Other,Maths,49.6,55.8,Mid
6688,Student_6688,I,Other,Maths,64.1,66.1,Final
6689,Student_6689,II,Male,Maths,78.7,83.5,Mid
6690,Student_6690,III,Male,Maths,38.6,46.5,Final
6691,Student_6691,I,Female,Maths,47.4,54.0,Mid
6692,Student_6692,II,Other,Maths,88.2,89.8,Final
6693,Student_6693,III,Other,Maths,67.0,62.4,Mid
6694,Student_6694,I,Other,Maths,81.1,80.4,Final
6695,Student_6695,II,Female,Maths,56.1,57.2,Mid
6696,Student_6696,III,Male,Maths,73.0,69.4,Final
6697,Student_6697,I,Other,Maths,55.2,66.5,Mid
6698,Student_6698,II,Other,Maths,26.9,47.1,Final
6699,Student_6699,III,Female,Maths,75.7,89.8,Mid
6700,Student_6700,I,Female,Maths,74.4,68.9,Final
6701,Student_6701,II,Male,Maths,100.0,99.4,Mid
6702,Student_6702,III,Female,Maths,59.6,62.7,Final
6703,Student_6703,I,Male,Maths,96.1,90.5,Mid
6704,Student_6704,II,Female,Maths,63.1,78.0,Final
6705,Student_6705,III,Male,Maths,9.3,23.7,Mid
6706,Student_6706,I,Female,Maths,48.6,48.7,Final
6707,Student_6707,II,Male,Maths,48.1,33.2,Mid
6708,Student_6708,III,Other,Maths,51.6,51.1,Final
6709,Student_6709,I,Female,Maths,73.4,88.9,Mid
6710,Student_6710,II,Other,Maths,73.9,78.6,Final
6711,Student_6711,III,Male,Maths,22.1,35.1,Mid
6712,Student_6712,I,Male,Maths,49.1,45.9,Final
6713,Student_6713,II,Male,Maths,49.4,58.8,Mid
6714,Student_6714,III,Female,Maths,98.2,87.5,Final
6715,Student_6715,I,Male,Maths,52.5,62.1,Mid
6716,Student_6716,II,Other,Maths,41.6,50.9,Final
6717,Student_6717,III,Other,Maths,68.7,52.2,Mid
6718,Student_6718,I,Other,Maths,83.3,97.5,Final
6719,Student_6719,II,Male,Maths,68.8,56.8,Mid
6720,Student_6720,III,Female,Maths,33.4,42.4,Final
6721,Student_6721,I,Female,Maths,72.2,82.4,Mid
6722,Student_6722,II,Female,Maths,99.2,90.3,Final
6723,Student_6723,III,Female,Maths,73.7,73.4,Mid
6724,Student_6724,I,Other,Maths,66.7,77.4,Final
6725,Student_6725,II,Other,Maths,87.5,93.2,Mid
6726,Student_6726,III,Male,Maths,30.4,46.4,Final
6727,Student_6727,I,Male,Maths,52.4,67.4,Mid
6728,Student_6728,II,Male,Maths,84.1,81.3,Final
6729,Student_6729,III,Female,Maths,36.3,44.5,Mid
6730,Student_6730,I,Female,Maths,100.0,88.5,Final
6731,Student_6731,II,Other,Maths,36.1,44.1,Mid
6732,Student_6732,III,Male,Maths,58.3,70.0,Final
6733,Student_6733,I,Male,Maths,61.3,63.6,Mid
6734,Student_6734,II,Male,Maths,57.8,63.5,Final
6735,Student_6735,III,Male,Maths,77.1,81.8,Mid
6736,Student_6736,I,Male,Maths,55.9,65.6,Final
6737,Student_6737,II,Male,Maths,51.2,49.9,Mid
6738,Student_6738,III,Other,Maths,45.9,48.6,Final
6739,Student_6739,I,Other,Maths,90.7,79.7,Mid
6740,Student_6740,II,Other,Maths,100.0,91.0,Final
6741,Student_6741,III,Female,Maths,68.8,75.5,Mid
6742,Student_6742,I,Female,Maths,24.7,26.4,Final
6743,Student_6743,II,Other,Maths,100.0,79.4,Mid
6744,Student_6744,III,Male,Maths,55.5,72.7,Final
6745,Student_6745,I,Female,Maths,84.4,69.3,Mid
6746,Student_6746,II,Other,Maths,47.3,40.4,Final
6747,Student_6747,III,Female,Maths,30.2,47.9,Mid
6748,Student_6748,I,Male,Maths,31.9,37.7,Final
6749,Student_6749,II,Female,Maths,95.0,76.1,Mid
6750,Student_6750,III,Other,Maths,50.6,46.4,Final
6751,Student_6751,I,Male,Maths,46.5,52.8,Mid
6752,Student_6752,II,Female,Maths,43.1,53.6,Final
6753,Student_6753,III,Male,Maths,58.8,76.3,Mid
6754,Student_6754,I,Male,Maths,69.9,67.3,Final
6755,Student_6755,II,Other,Maths,66.0,54.7,Mid
6756,Student_6756,III,Female,Maths,53.0,47.3,Final
6757,Student_6757,I,Male,Maths,32.5,33.4,Mid
6758,Student_6758,II,Female,Maths,62.5,59.1,Final
6759,Student_6759,III,Male,Maths,52.5,55.2,Mid
6760,Student_6760,I,Other,Maths,62.8,57.2,Final
6761,Student_6761,II,Other,Maths,29.3,45.4,Mid
6762,Student_6762,III,Male,Maths,17.3,30.4,Final
6763,Student_6763,I,Male,Maths,36.0,43.2,Mid
6764,Student_6764,II,Other,Maths,50.8,65.6,Final
6765,Student_6765,III,Other,Maths,93.7,78.0,Mid
6766,Student_6766,I,Other,Maths,67.9,72.1,Final
6767,Student_6767,II,Other,Maths,57.1,58.1,Mid
6768,Student_6768,III,Other,Maths,100.0,98.3,Final
6769,Student_6769,I,Female,Maths,51.4,58.5,Mid
6770,Student_6770,II,Other,Maths,68.7,84.4,Final
6771,Student_6771,III,Other,Maths,57.4,66.0,Mid
6772,Student_6772,I,Male,Maths,53.5,59.2,Final
6773,Student_6773,II,Male,Maths,80.2,78.0,Mid
6774,Student_6774,III,Female,Maths,33.6,43.4,Final
6775,Student_6775,I,Other,Maths,38.1,39.8,Mid
6776,Student_6776,II,Other,Maths,49.9,49.4,Final
6777,Student_6777,III,Male,Maths,85.3,88.0,Mid
6778,Student_6778,I,Female,Maths,94.1,78.3,Final
6779,Student_6779,II,Other,Maths,81.4,77.8,Mid
6780,Student_6780,III,Male,Maths,65.3,63.8,Final
6781,Student_6781,I,Other,Maths,57.1,45.7,Mid
6782,Student_6782,II,Male,Maths,82.4,77.9,Final
6783,Student_6783,III,Male,Maths,27.9,51.9,Mid
6784,Student_6784,I,Male,Maths,61.9,49.0,Final
6785,Student_6785,II,Other,Maths,73.0,83.7,Mid
6786,Student_6786,III,Other,Maths,43.8,43.4,Final
6787,Student_6787,I,Male,Maths,85.0,95.2,Mid
6788,Student_6788,II,Female,Maths,87.3,84.5,Final
6789,Student_6789,III,Male,Maths,70.0,79.8,Mid
6790,Student_6790,I,Other,Maths,73.8,73.9,Final
6791,Student_6791,II,Other,Maths,70.7,62.3,Mid
6792,Student_6792,III,Other,Maths,69.0,81.2,Final
6793,Student_6793,I,Female,Maths,89.7,99.4,Mid
6794,Student_6794,II,Male,Maths,62.6,77.5,Final
6795,Student_6795,III,Male,Maths,100.0,90.3,Mid
6796,Student_6796,I,Other,Maths,79.8,82.3,Final
6797,Student_6797,II,Female,Maths,77.5,80.2,Mid
6798,Student_6798,III,Male,Maths,81.8,91.4,Final
6799,Student_6799,I,Other,Maths,50.3,57.2,Mid
6800,Student_6800,II,Male,Maths,79.7,100.0,Final
6801,Student_6801,III,Other,Maths,98.3,93.0,Mid
6802,Student_6802,I,Male,Maths,22.3,32.1,Final
6803,Student_6803,II,Female,Maths,78.7,79.0,Mid
6804,Student_6804,III,Male,Maths,71.3,68.1,Final
6805,Student_6805,I,Other,Maths,100.0,79.1,Mid
6806,Student_6806,II,Female,Maths,43.3,57.0,Final
6807,Student_6807,III,Female,Maths,72.1,71.5,Mid
6808,Student_6808,I,Female,Maths,55.9,60.3,Final
6809,Student_6809,II,Other,Maths,35.7,56.3,Mid
6810,Student_6810,III,Male,Maths,100.0,86.8,Final
6811,Student_6811,I,Male,Maths,69.8,80.4,Mid
6812,Student_6812,II,Male,Maths,73.8,73.3,Final
6813,Student_6813,III,Other,Maths,96.5,97.1,Mid
6814,Student_6814,I,Other,Maths,48.8,46.1,Final
6815,Student_6815,II,Female,Maths,93.5,55.5,Mid
6816,Student_6816,III,Male,Maths,47.1,44.7,Final
6817,Student_6817,I,Other,Maths,77.7,80.2,Mid
6818,Student_6818,II,Other,Maths,85.7,82.2,Final
6819,Student_6819,III,Other,Maths,83.4,83.0,Mid
6820,Student_6820,I,Other,Maths,64.7,54.8,Final
6821,Student_6821,II,Male,Maths,71.6,61.1,Mid
6822,Student_6822,III,Other,Maths,64.9,64.8,Final
6823,Student_6823,I,Female,Maths,61.3,55.4,Mid
6824,Student_6824,II,Female,Maths,67.5,53.4,Final
6825,Student_6825,III,Male,Maths,38.4,38.6,Mid
6826,Student_6826,I,Female,Maths,100.0,93.9,Final
6827,Student_6827,II,Other,Maths,61.7,64.9,Mid
6828,Student_6828,III,Female,Maths,36.0,31.9,Final
6829,Student_6829,I,Other,Maths,74.5,86.6,Mid
6830,Student_6830,II,Other,Maths,41.4,51.2,Final
6831,Student_6831,III,Male,Maths,90.3,75.1,Mid
6832,Student_6832,I,Other,Maths,59.1,57.4,Final
6833,Student_6833,II,Other,Maths,81.3,82.4,Mid
6834,Student_6834,III,Female,Maths,59.0,46.1,Final
6835,Student_6835,I,Female,Maths,86.6,80.2,Mid
6836,Student_6836,II,Female,Maths,86.2,87.5,Final
6837,Student_6837,III,Other,Maths,54.0,58.3,Mid
6838,Student_6838,I,Other,Maths,45.9,39.9,Final
6839,Student_6839,II,Male,Maths,89.2,83.2,Mid
6840,Student_6840,III,Male,Maths,44.2,41.2,Final
6841,Student_6841,I,Male,Maths,62.2,40.8,Mid
6842,Student_6842,II,Female,Maths,74.8,82.5,Final
6843,Student_6843,III,Other,Maths,51.3,47.4,Mid
6844,Student_6844,I,Female,Maths,59.9,62.6,Final
6845,Student_6845,II,Male,Maths,52.1,57.7,Mid
6846,Student_6846,III,Other,Maths,42.4,46.2,Final
6847,Student_6847,I,Female,Maths,45.2,42.1,Mid
6848,Student_6848,II,Female,Maths,24.5,32.0,Final
6849,Student_6849,III,Other,Maths,80.1,87.8,Mid
6850,Student_6850,I,Male,Maths,21.8,43.4,Final
6851,Student_6851,II,Female,Maths,82.4,71.8,Mid
6852,Student_6852,III,Male,Maths,84.8,81.5,Final
6853,Student_6853,I,Female,Maths,83.8,75.8,Mid
6854,Student_6854,II,Female,Maths,39.8,50.1,Final
6855,Student_6855,III,Female,Maths,39.4,36.7,Mid
6856,Student_6856,I,Other,Maths,66.4,64.1,Final
6857,Student_6857,II,Male,Maths,75.2,73.1,Mid
6858,Student_6858,III,Other,Maths,71.5,76.0,Final
6859,Student_6859,I,Other,Maths,31.0,39.9,Mid
6860,Student_6860,II,Female,Maths,77.3,73.4,Final
6861,Student_6861,III,Male,Maths,49.5,51.7,Mid
6862,Student_6862,I,Male,Maths,61.8,64.0,Final
6863,Student_6863,II,Female,Maths,53.6,63.2,Mid
6864,Student_6864,III,Other,Maths,50.3,52.8,Final
6865,Student_6865,I,Female,Maths,93.5,81.1,Mid
6866,Student_6866,II,Other,Maths,80.9,72.7,Final
6867,Student_6867,III,Male,Maths,53.1,51.6,Mid
6868,Student_6868,I,Female,Maths,41.4,37.4,Final
6869,Student_6869,II,Other,Maths,71.0,86.1,Mid
6870,Student_6870,III,Female,Maths,100.0,86.9,Final
6871,Student_6871,I,Other,Maths,69.8,48.4,Mid
6872,Student_6872,II,Male,Maths,45.2,55.8,Final
6873,Student_6873,III,Other,Maths,81.3,84.3,Mid
6874,Student_6874,I,Other,Maths,78.1,74.7,Final
6875,Student_6875,II,Female,Maths,70.0,65.6,Mid
6876,Student_6876,III,Female,Maths,47.4,53.2,Final
6877,Student_6877,I,Other,Maths,72.7,71.0,Mid
6878,Student_6878,II,Female,Maths,46.3,41.4,Final
6879,Student_6879,III,Male,Maths,46.1,56.8,Mid
6880,Student_6880,I,Other,Maths,41.9,45.0,Final
6881,Student_6881,II,Male,Maths,39.5,30.4,Mid
6882,Student_6882,III,Female,Maths,100.0,98.2,Final
6883,Student_6883,I,Male,Maths,44.2,37.5,Mid
6884,Student_6884,II,Other,Maths,46.9,40.1,Final
6885,Student_6885,III,Other,Maths,96.7,98.8,Mid
6886,Student_6886,I,Female,Maths,89.5,91.9,Final
6887,Student_6887,II,Female,Maths,79.7,78.0,Mid
6888,Student_6888,III,Female,Maths,38.4,46.6,Final
6889,Student_6889,I,Female,Maths,76.5,78.7,Mid
6890,Student_6890,II,Other,Maths,94.1,93.4,Final
6891,Student_6891,III,Male,Maths,93.0,78.1,Mid
6892,Student_6892,I,Other,Maths,65.3,45.5,Final
6893,Student_6893,II,Female,Maths,67.5,48.2,Mid
6894,Student_6894,III,Other,Maths,39.2,50.7,Final
6895,Student_6895,I,Female,Maths,96.1,81.9,Mid
6896,Student_6896,II,Other,Maths,40.9,38.6,Final
6897,Student_6897,III,Female,Maths,55.3,61.0,Mid
6898,Student_6898,I,Female,Maths,74.6,77.4,Final
6899,Student_6899,II,Male,Maths,83.7,97.2,Mid
6900,Student_6900,III,Male,Maths,91.4,91.5,Final
6901,Student_6901,I,Male,Maths,84.3,76.2,Mid
6902,Student_6902,II,Female,Maths,33.6,45.0,Final
6903,Student_6903,III,Other,Maths,83.1,91.4,Mid
6904,Student_6904,I,Other,Maths,44.3,46.9,Final
6905,Student_6905,II,Other,Maths,61.5,45.7,Mid
6906,Student_6906,III,Female,Maths,36.0,58.3,Final
6907,Student_6907,I,Female,Maths,73.0,67.4,Mid
6908,Student_6908,II,Other,Maths,44.6,41.3,Final
6909,Student_6909,III,Male,Maths,62.0,56.7,Mid
6910,Student_6910,I,Other,Maths,10.4,32.1,Final
6911,Student_6911,II,Other,Maths,77.5,85.4,Mid
6912,Student_6912,III,Other,Maths,67.2,72.6,Final
6913,Student_6913,I,Male,Maths,60.9,76.5,Mid
6914,Student_6914,II,Other,Maths,92.6,73.7,Final
6915,Student_6915,III,Female,Maths,100.0,95.9,Mid
6916,Student_6916,I,Female,Maths,62.4,52.9,Final
6917,Student_6917,II,Male,Maths,52.8,45.3,Mid
6918,Student_6918,III,Female,Maths,64.2,80.2,Final
6919,Student_6919,I,Female,Maths,63.7,79.9,Mid
6920,Student_6920,II,Other,Maths,91.0,80.0,Final
6921,Student_6921,III,Female,Maths,33.5,45.0,Mid
6922,Student_6922,I,Male,Maths,83.6,79.8,Final
6923,Student_6923,II,Other,Maths,61.0,71.6,Mid
6924,Student_6924,III,Male,Maths,91.2,100.0,Final
6925,Student_6925,I,Other,Maths,72.4,73.5,Mid
6926,Student_6926,II,Other,Maths,61.1,73.2,Final
6927,Student_6927,III,Male,Maths,32.9,56.5,Mid
6928,Student_6928,I,Other,Maths,64.7,64.1,Final
6929,Student_6929,II,Other,Maths,93.9,69.3,Mid
6930,Student_6930,III,Female,Maths,93.4,86.5,Final
6931,Student_6931,I,Other,Maths,79.0,91.1,Mid
6932,Student_6932,II,Male,Maths,59.4,66.0,Final
6933,Student_6933,III,Female,Maths,74.8,76.8,Mid
6934,Student_6934,I,Female,Maths,78.2,77.8,Final
6935,Student_6935,II,Female,Maths,86.1,95.4,Mid
6936,Student_6936,III,Other,Maths,63.2,51.0,Final
6937,Student_6937,I,Other,Maths,30.5,37.1,Mid
6938,Student_6938,II,Female,Maths,92.3,91.3,Final
6939,Student_6939,III,Female,Maths,74.3,57.4,Mid
6940,Student_6940,I,Female,Maths,57.1,59.1,Final
6941,Student_6941,II,Male,Maths,73.2,51.9,Mid
6942,Student_6942,III,Female,Maths,25.9,21.8,Final
6943,Student_6943,I,Male,Maths,41.7,47.1,Mid
6944,Student_6944,II,Other,Maths,34.6,37.5,Final
6945,Student_6945,III,Other,Maths,58.1,64.3,Mid
6946,Student_6946,I,Other,Maths,45.9,61.4,Final
6947,Student_6947,II,Other,Maths,37.5,74.4,Mid
6948,Student_6948,III,Female,Maths,39.1,48.3,Final
6949,Student_6949,I,Female,Maths,2.0,23.5,Mid
6950,Student_6950,II,Female,Maths,53.6,64.0,Final
6951,Student_6951,III,Female,Maths,57.9,46.3,Mid
6952,Student_6952,I,Male,Maths,82.5,87.1,Final
6953,Student_6953,II,Other,Maths,76.8,60.6,Mid
6954,Student_6954,III,Female,Maths,53.3,59.0,Final
6955,Student_6955,I,Other,Maths,82.0,73.2,Mid
6956,Student_6956,II,Male,Maths,70.6,72.1,Final
6957,Student_6957,III,Female,Maths,33.4,37.9,Mid
6958,Student_6958,I,Female,Maths,99.0,84.6,Final
6959,Student_6959,II,Other,Maths,56.2,34.2,Mid
6960,Student_6960,III,Female,Maths,47.5,51.8,Final
6961,Student_6961,I,Male,Maths,48.9,60.1,Mid
6962,Student_6962,II,Female,Maths,56.0,56.5,Final
6963,Student_6963,III,Other,Maths,77.7,74.4,Mid
6964,Student_6964,I,Male,Maths,84.1,78.2,Final
6965,Student_6965,II,Female,Maths,74.3,73.1,Mid
6966,Student_6966,III,Male,Maths,41.3,50.2,Final
6967,Student_6967,I,Other,Maths,100.0,82.4,Mid
6968,Student_6968,II,Male,Maths,50.6,59.5,Final
6969,Student_6969,III,Female,Maths,79.1,81.0,Mid
6970,Student_6970,I,Other,Maths,79.6,68.1,Final
6971,Student_6971,II,Other,Maths,43.0,53.5,Mid
6972,Student_6972,III,Male,Maths,68.3,68.5,Final
6973,Student_6973,I,Male,Maths,80.7,74.8,Mid
6974,Student_6974,II,Male,Maths,80.8,78.8,Final
6975,Student_6975,III,Female,Maths,92.8,88.2,Mid
6976,Student_6976,I,Other,Maths,66.7,69.3,Final
6977,Student_6977,II,Male,Maths,48.7,45.9,Mid
6978,Student_6978,III,Male,Maths,31.1,38.5,Final
6979,Student_6979,I,Female,Maths,31.9,48.8,Mid
6980,Student_6980,II,Other,Maths,56.0,62.9,Final
6981,Student_6981,III,Female,Maths,35.4,35.2,Mid
6982,Student_6982,I,Female,Maths,85.3,79.7,Final
6983,Student_6983,II,Other,Maths,83.1,70.7,Mid
6984,Student_6984,III,Other,Maths,42.9,27.2,Final
6985,Student_6985,I,Female,Maths,42.0,57.0,Mid
6986,Student_6986,II,Female,Maths,72.7,83.0,Final
6987,Student_6987,III,Female,Maths,46.8,51.5,Mid
6988,Student_6988,I,Male,Maths,93.2,90.1,Final
6989,Student_6989,II,Female,Maths,76.9,77.7,Mid
6990,Student_6990,III,Other,Maths,100.0,93.6,Final
6991,Student_6991,I,Male,Maths,76.9,73.4,Mid
6992,Student_6992,II,Other,Maths,96.0,89.0,Final
6993,Student_6993,III,Female,Maths,53.4,68.1,Mid
6994,Student_6994,I,Female,Maths,83.6,82.6,Final
6995,Student_6995,II,Male,Maths,55.0,53.2,Mid
6996,Student_6996,III,Other,Maths,60.5,58.4,Final
6997,Student_6997,I,Male,Maths,98.9,99.2,Mid
6998,Student_6998,II,Female,Maths,71.9,55.6,Final
6999,Student_6999,III,Male,Maths,33.3,33.2,Mid
7000,Student_7000,I,Other,Maths,40.3,51.8,Final
7001,Student_7001,II,Male,Maths,49.1,60.5,Mid
7002,Student_7002,III,Other,Maths,78.0,83.5,Final
7003,Student_7003,I,Female,Maths,70.0,81.5,Mid
7004,Student_7004,II,Male,Maths,54.2,36.8,Final
7005,Student_7005,III,Other,Maths,51.3,36.4,Mid
7006,Student_7006,I,Other,Maths,34.8,40.4,Final
7007,Student_7007,II,Male,Maths,79.4,75.2,Mid
7008,Student_7008,III,Other,Maths,74.4,77.7,Final
7009,Student_7009,I,Other,Maths,91.3,93.7,Mid
7010,Student_7010,II,Other,Maths,47.1,53.8,Final
7011,Student_7011,III,Female,Maths,49.7,44.0,Mid
7012,Student_7012,I,Male,Maths,52.9,54.7,Final
7013,Student_7013,II,Female,Maths,50.4,54.4,Mid
7014,Student_7014,III,Other,Maths,85.8,90.0,Final
7015,Student_7015,I,Female,Maths,95.0,84.3,Mid
7016,Student_7016,II,Female,Maths,78.3,87.0,Final
7017,Student_7017,III,Other,Maths,26.9,33.0,Mid
7018,Student_7018,I,Female,Maths,80.5,87.2,Final
7019,Student_7019,II,Male,Maths,51.2,44.0,Mid
7020,Student_7020,III,Other,Maths,68.2,51.9,Final
7021,Student_7021,I,Female,Maths,25.9,32.8,Mid
